Month,Salesman,Manager,Product,Category, Sales, Profit
4/30/2010,David Torres,Kimberly Mack,Shirts,Cloths,"  2,342 ",  23.42 
4/30/2010,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  2,058 ",  61.75 
4/30/2010,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  3,533 ",  106.00 
4/30/2010,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,376 ",  67.52 
4/30/2010,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  1,990 ",  59.69 
4/30/2010,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  2,508 ",  125.42 
4/30/2010,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,660 ",  106.41 
4/30/2010,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  2,910 ",  58.20 
4/30/2010,David Torres,Kimberly Mack,Paints,Cloths,"  2,202 ",  22.02 
4/30/2010,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,218 ",  48.72 
4/30/2010,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,614 ",  180.71 
4/30/2010,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  3,143 ",  31.43 
4/30/2010,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,938 ",  58.13 
4/30/2010,Steven Kerr,Brian Baldwin,Paints,Cloths,"  3,608 ",  108.24 
4/30/2010,Brian Harris,Brian Baldwin,Paints,Cloths,"  3,230 ",  226.08 
4/30/2010,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,852 ",  37.04 
4/30/2010,David Torres,Kimberly Mack,Hats,Accesseries,"  2,291 ",  22.91 
4/30/2010,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  3,517 ",  175.83 
4/30/2010,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  3,390 ",  33.90 
4/30/2010,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  3,083 ",  30.83 
4/30/2010,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,543 ",  30.86 
4/30/2010,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,836 ",  153.45 
4/30/2010,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,400 ",  42.00 
4/30/2010,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,216 ",  88.66 
4/30/2010,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,849 ",  38.49 
4/30/2010,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,040 ",  40.80 
4/30/2010,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  3,286 ",  65.72 
4/30/2010,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,619 ",  32.37 
4/30/2010,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  2,193 ",  43.86 
4/30/2010,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,681 ",  110.43 
4/30/2010,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  3,772 ",  37.72 
4/30/2010,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,667 ",  36.67 
5/31/2010,David Torres,Kimberly Mack,Socks,Accesseries,"  3,620 ",  36.20 
5/31/2010,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,687 ",  80.62 
5/31/2010,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,545 ",  35.45 
5/31/2010,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,349 ",  46.99 
5/31/2010,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,491 ",  44.73 
5/31/2010,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  3,209 ",  160.44 
5/31/2010,Brian Harris,Brian Baldwin,Socks,Accesseries,"  2,503 ",  150.16 
5/31/2010,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,766 ",  37.66 
5/31/2010,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,567 ",  35.67 
5/31/2010,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,357 ",  67.87 
5/31/2010,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,662 ",  83.12 
5/31/2010,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,559 ",  71.18 
5/31/2010,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  3,369 ",  101.06 
5/31/2010,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  3,343 ",  66.86 
5/31/2010,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,545 ",  76.35 
5/31/2010,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,091 ",  62.73 
5/31/2010,David Torres,Kimberly Mack,Jeans,Cloths,"  1,428 ",  14.28 
5/31/2010,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  3,154 ",  94.63 
5/31/2010,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,497 ",  24.97 
5/31/2010,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,469 ",  29.38 
5/31/2010,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,912 ",  29.12 
5/31/2010,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  4,056 ",  162.25 
5/31/2010,Brian Harris,Brian Baldwin,Jeans,Cloths,"  3,579 ",  178.95 
5/31/2010,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,401 ",  34.01 
5/31/2010,David Torres,Kimberly Mack,Coats,Cloths,"  1,840 ",  18.40 
5/31/2010,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  2,051 ",  61.53 
5/31/2010,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,158 ",  151.06 
5/31/2010,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  2,799 ",  27.99 
5/31/2010,Sarah Parks,Brian Baldwin,Coats,Cloths,"  1,940 ",  38.80 
5/31/2010,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,157 ",  86.28 
5/31/2010,Brian Harris,Brian Baldwin,Coats,Cloths,"  2,677 ",  80.30 
5/31/2010,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,219 ",  44.38 
5/31/2010,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,986 ",  29.86 
5/31/2010,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,698 ",  107.91 
5/31/2010,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,"  1,026 ",  51.32 
5/31/2010,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,904 ",  29.04 
5/31/2010,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,912 ",  58.23 
5/31/2010,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,700 ",  37.00 
5/31/2010,Brian Harris,Brian Baldwin,Sweaters,Cloths,"  1,104 ",  11.04 
5/31/2010,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  3,602 ",  72.05 
5/31/2010,David Torres,Kimberly Mack,Jackets,Cloths,"  1,332 ",  13.32 
5/31/2010,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  2,863 ",  85.89 
5/31/2010,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,  980 ,  29.41 
5/31/2010,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,059 ",  41.17 
5/31/2010,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,140 ",  21.40 
5/31/2010,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  3,212 ",  160.60 
5/31/2010,Brian Harris,Brian Baldwin,Jackets,Cloths,"  3,603 ",  216.19 
5/31/2010,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,"  1,191 ",  47.65 
5/31/2010,David Torres,Kimberly Mack,Shirts,Cloths,"  2,319 ",  23.19 
5/31/2010,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,997 ",  119.80 
5/31/2010,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  3,533 ",  106.00 
5/31/2010,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,309 ",  66.17 
5/31/2010,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  1,930 ",  57.90 
5/31/2010,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  2,634 ",  26.34 
5/31/2010,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,634 ",  210.69 
5/31/2010,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  2,910 ",  58.20 
5/31/2010,David Torres,Kimberly Mack,Paints,Cloths,"  2,180 ",  21.80 
5/31/2010,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,145 ",  34.35 
5/31/2010,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,650 ",  219.02 
5/31/2010,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  3,112 ",  62.24 
5/31/2010,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,996 ",  39.91 
5/31/2010,Steven Kerr,Brian Baldwin,Paints,Cloths,"  3,680 ",  73.61 
5/31/2010,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,971 ",  118.85 
5/31/2010,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,815 ",  54.44 
5/31/2010,David Torres,Kimberly Mack,Hats,Accesseries,"  2,291 ",  22.91 
5/31/2010,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  3,411 ",  34.11 
5/31/2010,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  3,289 ",  32.89 
5/31/2010,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  3,052 ",  61.03 
5/31/2010,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,559 ",  46.76 
5/31/2010,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,683 ",  73.65 
5/31/2010,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,372 ",  68.61 
5/31/2010,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,239 ",  22.39 
5/31/2010,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,887 ",  38.87 
5/31/2010,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,122 ",  42.43 
5/31/2010,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  3,253 ",  162.66 
5/31/2010,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,635 ",  32.70 
5/31/2010,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  2,193 ",  65.79 
5/31/2010,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,681 ",  110.43 
5/31/2010,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  3,471 ",  208.23 
5/31/2010,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,520 ",  140.80 
6/30/2010,David Torres,Kimberly Mack,Socks,Accesseries,"  3,620 ",  36.20 
6/30/2010,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,687 ",  80.62 
6/30/2010,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,403 ",  170.17 
6/30/2010,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,326 ",  46.52 
6/30/2010,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,491 ",  44.73 
6/30/2010,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  3,048 ",  121.93 
6/30/2010,Brian Harris,Brian Baldwin,Socks,Accesseries,"  2,503 ",  75.08 
6/30/2010,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,691 ",  73.82 
6/30/2010,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,567 ",  35.67 
6/30/2010,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,330 ",  39.91 
6/30/2010,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,546 ",  77.30 
6/30/2010,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,559 ",  71.18 
6/30/2010,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  3,335 ",  33.35 
6/30/2010,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  3,310 ",  165.48 
6/30/2010,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,647 ",  79.40 
6/30/2010,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,091 ",  20.91 
6/30/2010,David Torres,Kimberly Mack,Jeans,Cloths,"  1,414 ",  14.14 
6/30/2010,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  3,217 ",  64.35 
6/30/2010,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,472 ",  74.17 
6/30/2010,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,498 ",  14.98 
6/30/2010,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,971 ",  59.41 
6/30/2010,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  4,056 ",  81.12 
6/30/2010,Brian Harris,Brian Baldwin,Jeans,Cloths,"  3,865 ",  38.65 
6/30/2010,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,367 ",  67.34 
6/30/2010,David Torres,Kimberly Mack,Coats,Cloths,"  1,821 ",  18.21 
6/30/2010,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  2,031 ",  101.53 
6/30/2010,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,266 ",  90.64 
6/30/2010,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  2,827 ",  56.54 
6/30/2010,Sarah Parks,Brian Baldwin,Coats,Cloths,"  1,901 ",  57.04 
6/30/2010,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,114 ",  21.14 
6/30/2010,Brian Harris,Brian Baldwin,Coats,Cloths,"  2,784 ",  194.86 
6/30/2010,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,263 ",  67.90 
6/30/2010,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,986 ",  29.86 
6/30/2010,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,563 ",  51.26 
6/30/2010,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,"  1,098 ",  21.96 
6/30/2010,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,846 ",  28.46 
6/30/2010,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  2,941 ",  88.23 
6/30/2010,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,700 ",  148.00 
6/30/2010,Brian Harris,Brian Baldwin,Sweaters,Cloths,"  1,037 ",  41.49 
6/30/2010,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  3,747 ",  149.86 
6/30/2010,David Torres,Kimberly Mack,Jackets,Cloths,"  1,332 ",  13.32 
6/30/2010,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  2,806 ",  168.34 
6/30/2010,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,  941 ,  18.82 
6/30/2010,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,059 ",  41.17 
6/30/2010,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,183 ",  21.83 
6/30/2010,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  3,180 ",  63.60 
6/30/2010,Brian Harris,Brian Baldwin,Jackets,Cloths,"  3,387 ",  203.22 
6/30/2010,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,"  1,179 ",  11.79 
6/30/2010,David Torres,Kimberly Mack,Shirts,Cloths,"  2,295 ",  22.95 
6/30/2010,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,917 ",  57.51 
6/30/2010,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  3,746 ",  262.19 
6/30/2010,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,275 ",  32.75 
6/30/2010,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  1,969 ",  19.69 
6/30/2010,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  2,502 ",  125.10 
6/30/2010,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,844 ",  28.44 
6/30/2010,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  2,997 ",  119.89 
6/30/2010,David Torres,Kimberly Mack,Paints,Cloths,"  2,180 ",  21.80 
6/30/2010,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,191 ",  47.63 
6/30/2010,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,541 ",  247.85 
6/30/2010,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  3,112 ",  62.24 
6/30/2010,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,936 ",  19.36 
6/30/2010,Steven Kerr,Brian Baldwin,Paints,Cloths,"  3,864 ",  77.29 
6/30/2010,Brian Harris,Brian Baldwin,Paints,Cloths,"  3,090 ",  30.90 
6/30/2010,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,779 ",  17.79 
6/30/2010,David Torres,Kimberly Mack,Hats,Accesseries,"  2,269 ",  22.69 
6/30/2010,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  3,207 ",  160.33 
6/30/2010,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  3,091 ",  154.57 
6/30/2010,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,991 ",  29.91 
6/30/2010,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,574 ",  47.22 
6/30/2010,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,683 ",  73.65 
6/30/2010,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,454 ",  116.36 
6/30/2010,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,171 ",  65.14 
6/30/2010,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,848 ",  38.48 
6/30/2010,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,079 ",  20.79 
6/30/2010,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  3,286 ",  230.00 
6/30/2010,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,619 ",  32.37 
6/30/2010,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  2,171 ",  43.42 
6/30/2010,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,534 ",  106.01 
6/30/2010,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  3,540 ",  247.80 
6/30/2010,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,555 ",  106.65 
7/31/2010,David Torres,Kimberly Mack,Socks,Accesseries,"  3,620 ",  36.20 
7/31/2010,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,714 ",  135.71 
7/31/2010,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,540 ",  176.98 
7/31/2010,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,303 ",  46.05 
7/31/2010,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,476 ",  29.52 
7/31/2010,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  2,987 ",  149.37 
7/31/2010,Brian Harris,Brian Baldwin,Socks,Accesseries,"  2,578 ",  128.88 
7/31/2010,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,580 ",  71.61 
7/31/2010,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,531 ",  35.31 
7/31/2010,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,304 ",  52.14 
7/31/2010,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,639 ",  81.94 
7/31/2010,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,594 ",  71.89 
7/31/2010,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  3,368 ",  33.68 
7/31/2010,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  3,210 ",  128.41 
7/31/2010,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,673 ",  53.46 
7/31/2010,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,154 ",  64.62 
7/31/2010,David Torres,Kimberly Mack,Jeans,Cloths,"  1,414 ",  14.14 
7/31/2010,Brenda Matthews,Kimberly Mack,Jeans,Cloths,"  3,346 ",  133.85 
7/31/2010,Jennifer Johnson,Kimberly Mack,Jeans,Cloths,"  2,497 ",  74.91 
7/31/2010,Kristi Shaw,Kimberly Mack,Jeans,Cloths,"  1,468 ",  29.37 
7/31/2010,Sarah Parks,Brian Baldwin,Jeans,Cloths,"  2,911 ",  58.22 
7/31/2010,Steven Kerr,Brian Baldwin,Jeans,Cloths,"  4,178 ",  208.89 
7/31/2010,Brian Harris,Brian Baldwin,Jeans,Cloths,"  3,865 ",  231.92 
7/31/2010,Kenneth Lamb,Brian Baldwin,Jeans,Cloths,"  3,300 ",  65.99 
7/31/2010,David Torres,Kimberly Mack,Coats,Cloths,"  1,803 ",  18.03 
7/31/2010,Brenda Matthews,Kimberly Mack,Coats,Cloths,"  2,112 ",  126.70 
7/31/2010,Jennifer Johnson,Kimberly Mack,Coats,Cloths,"  2,311 ",  46.22 
7/31/2010,Kristi Shaw,Kimberly Mack,Coats,Cloths,"  2,799 ",  55.98 
7/31/2010,Sarah Parks,Brian Baldwin,Coats,Cloths,"  1,939 ",  38.78 
7/31/2010,Steven Kerr,Brian Baldwin,Coats,Cloths,"  2,008 ",  40.16 
7/31/2010,Brian Harris,Brian Baldwin,Coats,Cloths,"  2,923 ",  116.92 
7/31/2010,Kenneth Lamb,Brian Baldwin,Coats,Cloths,"  2,309 ",  92.35 
7/31/2010,David Torres,Kimberly Mack,Sweaters,Cloths,"  2,986 ",  29.86 
7/31/2010,Brenda Matthews,Kimberly Mack,Sweaters,Cloths,"  2,512 ",  75.35 
7/31/2010,Jennifer Johnson,Kimberly Mack,Sweaters,Cloths,"  1,021 ",  30.64 
7/31/2010,Kristi Shaw,Kimberly Mack,Sweaters,Cloths,"  2,903 ",  58.05 
7/31/2010,Sarah Parks,Brian Baldwin,Sweaters,Cloths,"  3,000 ",  59.99 
7/31/2010,Steven Kerr,Brian Baldwin,Sweaters,Cloths,"  3,626 ",  108.78 
7/31/2010,Brian Harris,Brian Baldwin,Sweaters,Cloths,  954 ,  28.63 
7/31/2010,Kenneth Lamb,Brian Baldwin,Sweaters,Cloths,"  3,747 ",  112.40 
7/31/2010,David Torres,Kimberly Mack,Jackets,Cloths,"  1,319 ",  13.19 
7/31/2010,Brenda Matthews,Kimberly Mack,Jackets,Cloths,"  2,693 ",  80.80 
7/31/2010,Jennifer Johnson,Kimberly Mack,Jackets,Cloths,  913 ,  27.38 
7/31/2010,Kristi Shaw,Kimberly Mack,Jackets,Cloths,"  2,038 ",  40.76 
7/31/2010,Sarah Parks,Brian Baldwin,Jackets,Cloths,"  2,183 ",  21.83 
7/31/2010,Steven Kerr,Brian Baldwin,Jackets,Cloths,"  3,339 ",  33.39 
7/31/2010,Brian Harris,Brian Baldwin,Jackets,Cloths,"  3,319 ",  99.58 
7/31/2010,Kenneth Lamb,Brian Baldwin,Jackets,Cloths,"  1,132 ",  33.96 
7/31/2010,David Torres,Kimberly Mack,Shirts,Cloths,"  2,272 ",  22.72 
7/31/2010,Brenda Matthews,Kimberly Mack,Shirts,Cloths,"  1,802 ",  18.02 
7/31/2010,Jennifer Johnson,Kimberly Mack,Shirts,Cloths,"  3,858 ",  77.16 
7/31/2010,Kristi Shaw,Kimberly Mack,Shirts,Cloths,"  3,210 ",  64.20 
7/31/2010,Sarah Parks,Brian Baldwin,Shirts,Cloths,"  1,969 ",  19.69 
7/31/2010,Steven Kerr,Brian Baldwin,Shirts,Cloths,"  2,627 ",  131.36 
7/31/2010,Brian Harris,Brian Baldwin,Shirts,Cloths,"  2,873 ",  28.73 
7/31/2010,Kenneth Lamb,Brian Baldwin,Shirts,Cloths,"  3,117 ",  124.69 
7/31/2010,David Torres,Kimberly Mack,Paints,Cloths,"  2,159 ",  21.59 
7/31/2010,Brenda Matthews,Kimberly Mack,Paints,Cloths,"  1,119 ",  67.16 
7/31/2010,Jennifer Johnson,Kimberly Mack,Paints,Cloths,"  3,718 ",  74.36 
7/31/2010,Kristi Shaw,Kimberly Mack,Paints,Cloths,"  3,143 ",  62.86 
7/31/2010,Sarah Parks,Brian Baldwin,Paints,Cloths,"  1,975 ",  19.75 
7/31/2010,Steven Kerr,Brian Baldwin,Paints,Cloths,"  3,787 ",  151.48 
7/31/2010,Brian Harris,Brian Baldwin,Paints,Cloths,"  2,905 ",  29.05 
7/31/2010,Kenneth Lamb,Brian Baldwin,Paints,Cloths,"  1,779 ",  35.57 
7/31/2010,David Torres,Kimberly Mack,Hats,Accesseries,"  2,291 ",  22.91 
7/31/2010,Brenda Matthews,Kimberly Mack,Hats,Accesseries,"  3,207 ",  192.39 
7/31/2010,Jennifer Johnson,Kimberly Mack,Hats,Accesseries,"  2,906 ",  58.12 
7/31/2010,Kristi Shaw,Kimberly Mack,Hats,Accesseries,"  2,991 ",  59.81 
7/31/2010,Sarah Parks,Brian Baldwin,Hats,Accesseries,"  1,527 ",  45.81 
7/31/2010,Steven Kerr,Brian Baldwin,Hats,Accesseries,"  3,499 ",  104.96 
7/31/2010,Brian Harris,Brian Baldwin,Hats,Accesseries,"  1,338 ",  80.29 
7/31/2010,Kenneth Lamb,Brian Baldwin,Hats,Accesseries,"  2,215 ",  88.59 
7/31/2010,David Torres,Kimberly Mack,Pajamas,Cloths,"  3,848 ",  38.48 
7/31/2010,Brenda Matthews,Kimberly Mack,Pajamas,Cloths,"  2,079 ",  20.79 
7/31/2010,Jennifer Johnson,Kimberly Mack,Pajamas,Cloths,"  3,154 ",  220.80 
7/31/2010,Kristi Shaw,Kimberly Mack,Pajamas,Cloths,"  1,602 ",  16.02 
7/31/2010,Sarah Parks,Brian Baldwin,Pajamas,Cloths,"  2,214 ",  66.43 
7/31/2010,Steven Kerr,Brian Baldwin,Pajamas,Cloths,"  3,710 ",  185.51 
7/31/2010,Brian Harris,Brian Baldwin,Pajamas,Cloths,"  3,398 ",  271.87 
7/31/2010,Kenneth Lamb,Brian Baldwin,Pajamas,Cloths,"  3,662 ",  109.85 
8/31/2010,David Torres,Kimberly Mack,Socks,Accesseries,"  3,584 ",  35.84 
8/31/2010,Brenda Matthews,Kimberly Mack,Socks,Accesseries,"  2,877 ",  172.63 
8/31/2010,Jennifer Johnson,Kimberly Mack,Socks,Accesseries,"  3,469 ",  173.44 
8/31/2010,Kristi Shaw,Kimberly Mack,Socks,Accesseries,"  2,303 ",  46.05 
8/31/2010,Sarah Parks,Brian Baldwin,Socks,Accesseries,"  1,476 ",  44.28 
8/31/2010,Steven Kerr,Brian Baldwin,Socks,Accesseries,"  2,898 ",  144.89 
8/31/2010,Brian Harris,Brian Baldwin,Socks,Accesseries,"  2,475 ",  24.75 
8/31/2010,Kenneth Lamb,Brian Baldwin,Socks,Accesseries,"  3,473 ",  69.46 
8/31/2010,David Torres,Kimberly Mack,Shorts,Accesseries,"  3,566 ",  35.66 
8/31/2010,Brenda Matthews,Kimberly Mack,Shorts,Accesseries,"  1,343 ",  67.14 
8/31/2010,Jennifer Johnson,Kimberly Mack,Shorts,Accesseries,"  1,688 ",  101.28 
8/31/2010,Kristi Shaw,Kimberly Mack,Shorts,Accesseries,"  3,666 ",  73.33 
8/31/2010,Sarah Parks,Brian Baldwin,Shorts,Accesseries,"  3,334 ",  33.34 
8/31/2010,Steven Kerr,Brian Baldwin,Shorts,Accesseries,"  3,178 ",  63.56 
8/31/2010,Brian Harris,Brian Baldwin,Shorts,Accesseries,"  2,459 ",  24.59 
8/31/2010,Kenneth Lamb,Brian Baldwin,Shorts,Accesseries,"  2,089 ",  20.89 
8/31/2010,David Torres,Kimberly Mack,Jeans,Cloths,"  1,428 ",  14.28 
